EMD-66405	PmCas12m-crRNA-target DNA complex	Meng J, Tao Y	REL	2026-09-23
EMD-66668	Structure of HCoV-229E spike proteins on virions by subtomogram averaging: RBD-closed and S2-compact	Liang J, Peng C, Li S	REL	2026-09-23
EMD-66669	Structure of the human aminopeptidase N (CD13) ectodomain	Liang J, Li S	REL	2026-09-23
EMD-66922	Structure of the CX3CL1.44-US28-GqiN18-scFv16 in the C-state	Jude KM, Garcia KC, Tsutsumi N	REL	2026-09-23
EMD-66930	Structure of the CX3CL1.44-US28-GqiN18-scFv16 in the C'-state with AHD visible	Jude KM, Garcia KC, Tsutsumi N	REL	2026-09-23
EMD-67106	Structure of HCoV-229E spike proteins on virions by subtomogram averaging: RBD-closed and S2-loose	Peng C, Liang J, Li S	REL	2026-09-23
EMD-70529	sx20S complex (NSF-alphaSNAP-syntaxin-1a), non-hydrolyzing, class 1	White KI, Brunger AT	REL	2026-09-23
EMD-70536	sx20S complex (NSF-alphaSNAP-syntaxin-1a), 4:4 alphaSNAP-syntaxin-1a subcomplex local refinement, non-hydrolyzing, class 1	White KI, Brunger AT	REL	2026-09-23
EMD-72714	Cryo-EM structure of designed Orb2 amyloid (FIMMF, polymorph 3)	Singh R, Kaili L, Si K, Joachimiak L	REL	2026-09-23
EMD-72790	Neurotensin Receptor 1 (NTSR1) bound to Octotensin in complex with Gi3 in the Non-Canonical Orientation	Robertson MJ	REL	2026-09-23
EMD-72791	Neurotensin Receptor 1 (NTSR1) bound to Octotensin in complex with Gi3 in the Canonical Orientation	Robertson MJ	REL	2026-09-23
EMD-72792	RNA polymerase II on Super pause sequence in the sidetracked state	Vazquez Nunez R, Vos SM	REL	2026-09-23
EMD-72795	RNA polymerase II on Super pause sequence in the pre-translocated state	Vazquez Nunez R, Vos SM	REL	2026-09-23
EMD-75628	Human Slo1-PenitremA complex under divalent chelated condition - full model	Chowdhury S, Pal K, Kallure GS	REL	2026-09-23
EMD-75630	Human Slo1-PenitremA complex under divalent chelated condition - gating-ring masked out	Chowdhury S, Pal K, Kallure GS	REL	2026-09-23
EMD-75631	Human Slo1-Charybdotoxin complex under divalent chelated condition	Chowdhury S, Pal K, Kallure GS	REL	2026-09-23
EMD-75632	Human Slo1-Charybdotoxin complex under divalent chelated condition - gating ring masked map	Chowdhury S, Pal K, Kallure GS	REL	2026-09-23
EMD-75633	Human Slo1-Iberiotoxin complex under divalent chelated condition - gating ring masked map	Chowdhury S, Pal K, Kallure GS	REL	2026-09-23
EMD-75852	Cryo-EM structure of trimeric Nitrogenase MoFe protein from Methanosarcina acetivorans bound to the NifI inhibitor complex	Kashyap R, Antony E	REL	2026-09-23
EMD-76059	GluA2 active state + RR2b + Glu (consensus map)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76060	GluA2 open state + RR2b + Glu (ATD-LBD only)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76061	GluA2 active state + RR2b + Glu (TMD only)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76084	GluA2-STZ apo state (full-length composite)	Gangwar SP, Newton TP, Yen LY, Sobolevsky AI	REL	2026-09-23
EMD-76086	GluA2-STZ open state with partial agonist FW at 25 degrees C (full-length composite)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76087	GluA2-STZ open state with partial agonist IW at 25 degrees C (full-length composite)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76090	GluA2-STZ open state with partial agonist NOW at 25 degrees C (full-length composite)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76092	GluA2-STZ desensitized state with full agonist glutamate (Glu) at 25 degrees C (full-length composite)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76093	GluA2-STZ open state with full agonist glutamate (Glu) at 25 degrees C (full-length composite)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76094	GluA2-STZ apo state (LBD-TMD only)	Gangwar SP, Newton TP, Yen LY, Sobolevsky AI	REL	2026-09-23
EMD-76095	GluA2-STZ apo state (consensus)	Gangwar SP, Newton TP, Yen LY, Sobolevsky AI	REL	2026-09-23
EMD-76098	GluA2-STZ desensitized state with partial agonist FW at 25 degrees C (consensus)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76102	GluA2-STZ open state with partial agonist IW at 25 degrees C (ATD only)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76104	GluA2-STZ open state with partial agonist IW at 25 degrees C (consensus)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76105	GluA2-STZ pre-active state with partial agonist kainic acid (KA) at 25 degrees C (ATD only)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76106	GluA2-STZ pre-active state with partial agonist kainic acid (KA) at 25 degrees C (LBD-TMD only)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
EMD-76108	GluA2-STZ desensitized state with partial agonist NOW at 25 degrees C (ATD only)	Newton TP, Yen LY, Gangwar SP, Sobolevsky AI	REL	2026-09-23
